item,item_en,item_id,2025,2024,2023,2022
Khấu hao lũy kế TSCĐ vô hình,Accumulated depreciation,accumulated_depreciation,-115419845080.0,-99453623956.0,-81730553494.0,-64312530771.0
Xây dựng cơ bản đang dang dở (trước 2015),Construction in progress (before 2015),construction_in_progress_before_2015,0.0,0.0,0.0,0.0
Giá trị ròng tài sản đầu tư,Investment properties,investment_properties,0.0,0.0,0.0,0.0
Nguyên giá tài sản đầu tư,Cost,cost,0.0,0.0,0.0,0.0
Khấu hao lũy kế tài sản đầu tư,Accumulated depreciation,accumulated_depreciation,0.0,0.0,0.0,0.0
Đầu tư dài hạn,Long-term investments,long_term_investments,5930000000.0,3980000000.0,3980000000.0,0.0
Đầu tư vào các công ty con,Investments in subsidiaries,investments_in_subsidiaries,0.0,0.0,0.0,0.0
Đầu tư vào các công ty liên kết,Investments in associates,investments_in_associates,0.0,0.0,0.0,0.0
Đầu tư dài hạn khác,Other long-term investments,other_long_term_investments,401201613400.0,399251613400.0,399251613400.0,395271613400.0
Dự phòng giảm giá đầu tư dài hạn,Provision for long-term investments,provision_for_long_term_investments,-395271613400.0,-395271613400.0,-395271613400.0,-395271613400.0
Lợi thế thương mại (trước 2015),Goodwill (before 2015),goodwill_before_2015,0.0,0.0,0.0,0.0
Tài sản dài hạn khác,Other long-term assets,other_long_term_assets,472022383285.0,473732557913.0,449008425848.0,363550944173.0
Trả trước dài hạn,Long-term prepayments,long_term_prepayments,144500376660.0,276525499295.0,329182091504.0,243656590750.0
Thuế thu nhập hoãn lại,Deferred income tax assets,deferred_income_tax_assets,327522006625.0,197207058618.0,119826334344.0,119894353423.0
Các tài sản dài hạn khác,Other long-term assets,other_long_term_assets,0.0,0.0,0.0,0.0
TỔNG CỘNG TÀI SẢN,Total Assets,total_assets,20163630247041.0,17207730777685.0,14427558015356.0,13337124649246.0
NỢ PHẢI TRẢ,Liabilities,liabilities,6888716787629.0,5952424147163.0,4621377351380.0,4893029994396.0
Nợ ngắn hạn,Current liabilities,current_liabilities,6874318773629.0,5941881733413.0,4611956609380.0,4883064421396.0
Vay ngắn hạn,Short-term borrowings,short_term_borrowings,4223385635653.0,3341542016760.0,2384288254693.0,2683045875772.0
Phải trả người bán,Trade accounts payable,trade_accounts_payable,333861329514.0,624291098148.0,257304950807.0,277212839495.0
Người mua trả tiền trước,Advances from customers,advances_from_customers,182492529057.0,188182044409.0,215299493413.0,222164283405.0
Thuế và các khoản phải trả Nhà nước,Taxes and other payable to State Budget,taxes_and_other_payable_to_state_budget,777717691575.0,448697283312.0,344258054659.0,292985361927.0
Phải trả người lao động,Payable to employees,payable_to_employees,569308694234.0,596322426230.0,673116492808.0,534807250396.0
Chi phí phải trả,Accrued expenses,accrued_expenses,321827090456.0,360040211420.0,307718428978.0,453432735944.0
Phải trả nội bộ,Intercompany payables,intercompany_payables,0.0,0.0,0.0,0.0
Phải trả về xây dựng cơ bản,Construction contract in progress payables,construction_contract_in_progress_payables,0.0,0.0,0.0,0.0
Phải trả khác,Other payables,other_payables,103175435252.0,106241642105.0,228798913738.0,227169093119.0
Dự phòng các khoản phải trả ngắn hạn,Provision for ST liabilities,provision_for_st_liabilities,26574672229.0,26547708303.0,29061192534.0,30129306488.0
"Quỹ khen thưởng, phúc lợi",Bonus and welfare funds,bonus_and_welfare_funds,335975695659.0,250017302726.0,172110827750.0,162117674850.0
Nợ dài hạn,Long-term liabilities,long_term_liabilities,14398014000.0,10542413750.0,9420742000.0,9965573000.0
Phải trả nhà cung cấp dài hạn,Long-term trade payables,long_term_trade_payables,0.0,0.0,0.0,0.0
Phải trả nội bộ dài hạn,Long-term intercompany payables,long_term_intercompany_payables,0.0,0.0,0.0,0.0
Phải trả dài hạn khác,Other long-term payables,other_long_term_payables,1715384000.0,178668000.0,218668000.0,218668000.0
Vay dài hạn,Long-term borrowings,long_term_borrowings,0.0,0.0,0.0,0.0
Thuế thu nhập hoãn lại,Deferred income tax liabilities,deferred_income_tax_liabilities,0.0,0.0,0.0,0.0
Dự phòng trợ cấp thôi việc,Provision for severance allowances,provision_for_severance_allowances,0.0,0.0,0.0,0.0
Dự phòng các khoản nợ dài hạn,Provision for long-term liabilities,provision_for_long_term_liabilities,12682630000.0,10363745750.0,9202074000.0,9746905000.0
Doanh thu chưa thực hiện,Deferred revenue,deferred_revenue,0.0,0.0,0.0,0.0
Quỹ phát triển khoa học công nghệ,Technology-science development fund,technology_science_development_fund,0.0,0.0,0.0,0.0
Vốn chủ sở hữu,Owner's Equity,owners_equity,13274913459412.0,11255306630522.0,9806180663976.0,8444094654850.0
Vốn và các quỹ,Capital and reserves,capital_and_reserves,13274913459412.0,11255306630522.0,9806180663976.0,8444094654850.0
Vốn góp,Paid-in capital,paid_in_capital,3413186660000.0,3380747760000.0,3281691880000.0,2461716200000.0
Thặng dư vốn cổ phần,Share premium,share_premium,1982694812458.0,1950309912458.0,1851376032458.0,2251376032458.0
Vốn khác,Owner's other capital,owners_other_capital,0.0,0.0,0.0,0.0
Cổ phiếu quỹ,Treasury shares,treasury_shares,-3384090000.0,-3384090000.0,-3384090000.0,-3384090000.0
Chênh lệch đánh giá lại tài sản,Differences upon asset revaluation,differences_upon_asset_revaluation,0.0,0.0,0.0,0.0
Chênh lệch tỷ giá,Foreign exchange differences,foreign_exchange_differences,0.0,0.0,0.0,0.0
Quỹ đầu tư và phát triển,Investment and development funds,investment_and_development_funds,3471447556918.0,2626281556918.0,1936397556918.0,1212120556918.0
Quỹ dự phòng tài chính,Financial reserve funds,financial_reserve_funds,0.0,0.0,0.0,0.0
Quỹ khác,Other funds,other_funds,0.0,0.0,0.0,0.0
Lãi chưa phân phối,Undistributed earnings,undistributed_earnings,4410968520036.0,3301351491146.0,2740099284600.0,2522265955474.0
Quỹ hỗ trợ sắp xếp doanh nghiệp,Enterprise arrangement fund,enterprise_arrangement_fund,0.0,0.0,0.0,0.0
Vốn Ngân sách nhà nước và quỹ khác,Budget sources and other funds,budget_sources_and_other_funds,0.0,0.0,0.0,0.0
"Quỹ khen thưởng, phúc lợi (trước 2010)",Bonus and welfare funds (Before 2010),bonus_and_welfare_funds_before_2010,0.0,0.0,0.0,0.0
Vốn ngân sách nhà nước và quỹ khác,Budget sources and other funds,budget_sources_and_other_funds,0.0,0.0,0.0,0.0
Lợi ích của cổ đông thiểu số,Minority interests (Before 2015),minority_interests_before_2015,0.0,0.0,0.0,0.0
Tổng cộng nguồn vốn,Total resource,total_resource,20163630247041.0,17207730777685.0,14427558015356.0,13337124649246.0
Cổ phiếu ưu đãi,Preferred shares,preferred_shares,,,,
Đầu tư nắm giữ đến ngày đáo hạn,Held-to-maturity investment,held_to_maturity_investment,1909570000000.0,1020170000000.0,810100000000.0,200000000000.0
Vốn kinh doanh ở các đơn vị trực thuộc,Paid-in capital in wholly-owned subsidiaries,paid_in_capital_in_wholly_owned_subsidiaries,0.0,0.0,0.0,0.0
Tài sản thiếu cần xử lý,Shortage of current assets waiting for solution,shortage_of_current_assets_waiting_for_solution,372199982.0,831677115.0,52235556.0,666596536.0
Phải thu cho vay ngắn hạn,Short-term loans receivables,short_term_loans_receivables,8000000000.0,40000000000.0,90000000000.0,140000000000.0
Giao dịch mua bán lại trái phiếu Chính phủ,Government bonds purchased for resale,government_bonds_purchased_for_resale,0.0,0.0,0.0,0.0
Trả trước người bán dài hạn,Long-term prepayments to suppliers,long_term_prepayments_to_suppliers,0.0,0.0,0.0,0.0
Phải thu cho vay dài hạn,Long-term loans receivables,long_term_loans_receivables,0.0,0.0,0.0,0.0
Tài sản dở dang dài hạn,Long-term incomplete assets,long_term_incomplete_assets,94707660034.0,64702641159.0,29100048410.0,30826629189.0
"Chi phí sản xuất, kinh doanh dở dang dài hạn",Long-term cost of work in progress,long_term_cost_of_work_in_progress,0.0,0.0,0.0,0.0
Đầu tư nắm giữ đến ngày đáo hạn,Held-to-maturity investment,held_to_maturity_investment,0.0,0.0,0.0,0.0
"Thiết bị, vật tư, phụ tùng thay thế dài hạn","Long-term equipment, material and spare parts",long_term_equipment_material_and_spare_parts,0.0,0.0,0.0,0.0
Doanh thu chưa thực hiện ngắn hạn,Short-term unrealized revenue,short_term_unrealized_revenue,0.0,0.0,0.0,0.0
Quỹ bình ổn giá,Price stabilization fund,price_stabilization_fund,0.0,0.0,0.0,0.0
Giao dịch mua bán lại trái phiếu chính phủ,Government bonds purchased for resale,government_bonds_purchased_for_resale,0.0,0.0,0.0,0.0
Người mua trả tiền trước dài hạn,Long-term advances from customers,long_term_advances_from_customers,0.0,0.0,0.0,0.0
Chi phí phải trả dài hạn,Long-term accrued expenses,long_term_accrued_expenses,0.0,0.0,0.0,0.0
Phải trả nội bộ về vốn kinh doanh,Intra-company payables for operating capital received,intra_company_payables_for_operating_capital_received,0.0,0.0,0.0,0.0
Trái phiếu chuyển đổi,Convertible bonds,convertible_bonds,0.0,0.0,0.0,0.0
Cổ phiếu ưu đãi,Preferred shares,preferred_shares,0.0,0.0,0.0,0.0
Cổ phiếu phổ thông,Common shares,common_shares,3413186660000.0,3380747760000.0,3281691880000.0,2461716200000.0
Quyền chọn chuyển đổi trái phiếu,Conversion options on convertible bonds,conversion_options_on_convertible_bonds,0.0,0.0,0.0,0.0
LNST chưa phân phối lũy kế đến cuối kỳ trước,Beginning accumulated undistributed earnings,beginning_accumulated_undistributed_earnings,1582471057146.0,1188435208200.0,769000107465.0,859175348677.0
LNST chưa phân phối kỳ này,Current period undistributed earnings,current_period_undistributed_earnings,2828497462890.0,2112916282946.0,1971099177135.0,1663090606797.0
Xây dựng cơ bản đang dở dang,Construction in progress,construction_in_progress,94707660034.0,64702641159.0,29100048410.0,30826629189.0
Lợi thế thương mại,Goodwill,goodwill,0.0,0.0,0.0,0.0
Lợi ích cổ đông không kiểm soát,Minority interests,minority_interests,0.0,0.0,0.0,0.0
Nguồn kinh phí đã hình thành TSCĐ,Funds used for fixed asset acquisitions,funds_used_for_fixed_asset_acquisitions,0.0,0.0,0.0,0.0
