item,item_en,item_id,2025,2024,2023,2022
Thuế thu nhập hoãn lại,Deferred income tax liabilities,deferred_income_tax_liabilities,257727308967.0,356966680614.0,245716712513.0,149305200735.0
Dự phòng trợ cấp thôi việc,Provision for severance allowances,provision_for_severance_allowances,0.0,0.0,0.0,0.0
Dự phòng các khoản nợ dài hạn,Provision for long-term liabilities,provision_for_long_term_liabilities,405858410471.0,262864215119.0,69317780976.0,2763464633.0
Doanh thu chưa thực hiện,Deferred revenue,deferred_revenue,152241175129.0,131344534204.0,132927038647.0,114879436367.0
Quỹ phát triển khoa học công nghệ,Technology-science development fund,technology_science_development_fund,192096283.0,192096283.0,192096283.0,192096283.0
Vốn chủ sở hữu,Owner's Equity,owners_equity,43748040747539.0,35727540104800.0,29933011216233.0,25356124687812.0
Vốn và các quỹ,Capital and reserves,capital_and_reserves,43745290747539.0,35724790104800.0,29930261216233.0,25353374687812.0
Vốn góp,Paid-in capital,paid_in_capital,17035071210000.0,14710691830000.0,12699688750000.0,10970265720000.0
Thặng dư vốn cổ phần,Share premium,share_premium,49713213411.0,49713213411.0,49713213411.0,49713213411.0
Vốn khác,Owner's other capital,owners_other_capital,3499547369952.0,1929012703454.0,1928602158147.0,1179064868147.0
Cổ phiếu quỹ,Treasury shares,treasury_shares,0.0,0.0,0.0,0.0
Chênh lệch đánh giá lại tài sản,Differences upon asset revaluation,differences_upon_asset_revaluation,0.0,0.0,0.0,0.0
Chênh lệch tỷ giá,Foreign exchange differences,foreign_exchange_differences,-70185856586.0,-49485560860.0,-17778502626.0,-40480690557.0
Quỹ đầu tư và phát triển,Investment and development funds,investment_and_development_funds,1575367587172.0,2033289141535.0,1549850939920.0,1086270726048.0
Quỹ dự phòng tài chính,Financial reserve funds,financial_reserve_funds,0.0,0.0,0.0,0.0
Quỹ khác,Other funds,other_funds,88263628887.0,87730484825.0,87203093024.0,87203093024.0
Lãi chưa phân phối,Undistributed earnings,undistributed_earnings,14302416791936.0,11030528671431.0,8674126708670.0,7711681484541.0
Quỹ hỗ trợ sắp xếp doanh nghiệp,Enterprise arrangement fund,enterprise_arrangement_fund,0.0,0.0,0.0,0.0
Vốn Ngân sách nhà nước và quỹ khác,Budget sources and other funds,budget_sources_and_other_funds,2750000000.0,2750000000.0,2750000000.0,2750000000.0
"Quỹ khen thưởng, phúc lợi (trước 2010)",Bonus and welfare funds (Before 2010),bonus_and_welfare_funds_before_2010,0.0,0.0,0.0,0.0
Vốn ngân sách nhà nước và quỹ khác,Budget sources and other funds,budget_sources_and_other_funds,2750000000.0,2750000000.0,2750000000.0,2750000000.0
Lợi ích của cổ đông thiểu số,Minority interests (Before 2015),minority_interests_before_2015,0.0,0.0,0.0,0.0
Tổng cộng nguồn vốn,Total resource,total_resource,88141991634625.0,71999995678620.0,60282827532899.0,51650403735130.0
Cổ phiếu ưu đãi,Preferred shares,preferred_shares,,,,
Đầu tư nắm giữ đến ngày đáo hạn,Held-to-maturity investment,held_to_maturity_investment,29630986737440.0,21785213686808.0,16104205358010.0,13047234131950.0
Vốn kinh doanh ở các đơn vị trực thuộc,Paid-in capital in wholly-owned subsidiaries,paid_in_capital_in_wholly_owned_subsidiaries,0.0,0.0,0.0,0.0
Tài sản thiếu cần xử lý,Shortage of current assets waiting for solution,shortage_of_current_assets_waiting_for_solution,0.0,0.0,0.0,0.0
Phải thu cho vay ngắn hạn,Short-term loans receivables,short_term_loans_receivables,9195910819.0,9808117590.0,515430000.0,882560901.0
Giao dịch mua bán lại trái phiếu Chính phủ,Government bonds purchased for resale,government_bonds_purchased_for_resale,0.0,0.0,0.0,0.0
Trả trước người bán dài hạn,Long-term prepayments to suppliers,long_term_prepayments_to_suppliers,0.0,0.0,0.0,0.0
Phải thu cho vay dài hạn,Long-term loans receivables,long_term_loans_receivables,5278733014.0,2509722351.0,0.0,1189922137.0
Tài sản dở dang dài hạn,Long-term incomplete assets,long_term_incomplete_assets,1605078004898.0,2559766724411.0,1315270136003.0,1062184742251.0
"Chi phí sản xuất, kinh doanh dở dang dài hạn",Long-term cost of work in progress,long_term_cost_of_work_in_progress,0.0,0.0,0.0,0.0
Đầu tư nắm giữ đến ngày đáo hạn,Held-to-maturity investment,held_to_maturity_investment,0.0,200000000.0,20200000000.0,10200000000.0
"Thiết bị, vật tư, phụ tùng thay thế dài hạn","Long-term equipment, material and spare parts",long_term_equipment_material_and_spare_parts,0.0,0.0,0.0,0.0
Doanh thu chưa thực hiện ngắn hạn,Short-term unrealized revenue,short_term_unrealized_revenue,4233698718701.0,4224649366399.0,3620205460042.0,3200401361855.0
Quỹ bình ổn giá,Price stabilization fund,price_stabilization_fund,0.0,0.0,0.0,0.0
Giao dịch mua bán lại trái phiếu chính phủ,Government bonds purchased for resale,government_bonds_purchased_for_resale,0.0,0.0,0.0,0.0
Người mua trả tiền trước dài hạn,Long-term advances from customers,long_term_advances_from_customers,0.0,0.0,0.0,0.0
Chi phí phải trả dài hạn,Long-term accrued expenses,long_term_accrued_expenses,0.0,0.0,0.0,0.0
Phải trả nội bộ về vốn kinh doanh,Intra-company payables for operating capital received,intra_company_payables_for_operating_capital_received,0.0,0.0,0.0,0.0
Trái phiếu chuyển đổi,Convertible bonds,convertible_bonds,0.0,0.0,0.0,0.0
Cổ phiếu ưu đãi,Preferred shares,preferred_shares,0.0,0.0,0.0,0.0
Cổ phiếu phổ thông,Common shares,common_shares,17035071210000.0,14710691830000.0,12699688750000.0,10970265720000.0
Quyền chọn chuyển đổi trái phiếu,Conversion options on convertible bonds,conversion_options_on_convertible_bonds,0.0,0.0,0.0,0.0
LNST chưa phân phối lũy kế đến cuối kỳ trước,Beginning accumulated undistributed earnings,beginning_accumulated_undistributed_earnings,7369582215178.0,5458228109134.0,4471895918464.0,4103787447601.0
LNST chưa phân phối kỳ này,Current period undistributed earnings,current_period_undistributed_earnings,6932834576758.0,5572300562297.0,4202230790206.0,3607894036940.0
Xây dựng cơ bản đang dở dang,Construction in progress,construction_in_progress,1605078004898.0,2559766724411.0,1315270136003.0,1062184742251.0
Lợi thế thương mại,Goodwill,goodwill,1015730266161.0,1097458206678.0,1283790079129.0,407944847961.0
Lợi ích cổ đông không kiểm soát,Minority interests,minority_interests,7265096802767.0,5933309621004.0,4958854855687.0,4309656273198.0
Nguồn kinh phí đã hình thành TSCĐ,Funds used for fixed asset acquisitions,funds_used_for_fixed_asset_acquisitions,0.0,0.0,0.0,0.0
